count,date,cage,predatortreatment,warmingtreatment,sticky_wingless,sticky_winged,sentinel_wingless,sentinel_winged,focal_wingless,focal_winged,ladybug_total,net_winged
8,2025-08-11,UP5,predator,unwarmed,33,932,NA,NA,34880,7800,14,650
8,2025-08-11,UP6,predator,unwarmed,,,NA,NA,40120,2980,14,500
8,2025-08-11,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
8,2025-08-11,UP8,predator,unwarmed,9,691,NA,NA,24640,380,14,10
8,2025-08-11,UP9,predator,unwarmed,,,NA,NA,27540,4530,14,90
8,2025-08-11,UP10,predator,unwarmed,112,1848,NA,NA,29920,2040,14,20
8,2025-08-11,UN1,nopredator,unwarmed,174,4279,NA,NA,25720,3820,14,980
8,2025-08-11,UN2,nopredator,unwarmed,128,5758,NA,NA,29890,3690,14,1200
8,2025-08-11,UN3,nopredator,unwarmed,,,NA,NA,41220,5510,14,600
8,2025-08-11,UN4,nopredator,unwarmed,,,NA,NA,27400,5450,14,1590
8,2025-08-11,UN5,nopredator,unwarmed,2,62,NA,NA,10680,240,14,0
8,2025-08-11,UN6,nopredator,unwarmed,,,NA,NA,20460,1360,14,760
8,2025-08-11,UN7,nopredator,unwarmed,1,229,NA,NA,31240,1140,14,150
8,2025-08-11,UN8,nopredator,unwarmed,5,23,NA,NA,11630,190,14,0
8,2025-08-11,UN9,nopredator,unwarmed,,,NA,NA,35180,1660,14,100
8,2025-08-11,UN10,nopredator,unwarmed,12,959,NA,NA,23280,1950,14,220
9,2025-08-14,WP1,predator,warmed,1,147,NA,NA,11400,610,14,50
9,2025-08-14,WP2,predator,warmed,,,NA,NA,47420,3360,14,1000
9,2025-08-14,WP3,predator,warmed,,,NA,NA,45490,6400,14,1500
9,2025-08-14,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,14,NA
9,2025-08-14,WP5,predator,warmed,,,NA,NA,38120,6600,14,950
9,2025-08-14,WP6,predator,warmed,,,NA,NA,34140,4750,14,1300
9,2025-08-14,WP7,predator,warmed,,,NA,NA,12000,780,14,20
9,2025-08-14,WP8,predator,warmed,,,NA,NA,42120,2560,14,160
9,2025-08-14,WP9,predator,warmed,5,152,NA,NA,33480,230,14,200
9,2025-08-14,WP10,predator,warmed,13,71,NA,NA,14180,1400,14,20
9,2025-08-14,WN1,nopredator,warmed,104,163,NA,NA,46840,2720,14,750
9,2025-08-14,WN2,nopredator,warmed,41,114,NA,NA,16900,220,14,600
9,2025-08-14,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
9,2025-08-14,WN4,nopredator,warmed,8,38,NA,NA,13240,180,14,0
9,2025-08-14,WN5,nopredator,warmed,5,442,NA,NA,52960,1920,14,650
9,2025-08-14,WN6,nopredator,warmed,21,109,NA,NA,41400,3460,14,750
9,2025-08-14,WN7,nopredator,warmed,,,NA,NA,24980,3040,14,450
9,2025-08-14,WN8,nopredator,warmed,10,265,NA,NA,24480,600,14,400
9,2025-08-14,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
9,2025-08-14,WN10,nopredator,warmed,5,24,NA,NA,17204,1820,14,60
9,2025-08-14,UP1,predator,unwarmed,38,28,NA,NA,16080,1660,14,150
9,2025-08-14,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
9,2025-08-14,UP3,predator,unwarmed,6,214,NA,NA,39300,3192,14,500
9,2025-08-14,UP4,predator,unwarmed,,,NA,NA,39520,3200,14,500
9,2025-08-14,UP5,predator,unwarmed,,,NA,NA,48720,3780,14,80
9,2025-08-14,UP6,predator,unwarmed,,,NA,NA,39920,5840,14,400
9,2025-08-14,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
9,2025-08-14,UP8,predator,unwarmed,1,56,NA,NA,10340,420,14,0
9,2025-08-14,UP9,predator,unwarmed,,,NA,NA,36040,4380,14,300
9,2025-08-14,UP10,predator,unwarmed,6,109,NA,NA,26440,3260,14,0
9,2025-08-14,UN1,nopredator,unwarmed,,,NA,NA,41080,2840,14,140
9,2025-08-14,UN2,nopredator,unwarmed,,,NA,NA,43560,6400,14,1120
9,2025-08-14,UN3,nopredator,unwarmed,,,NA,NA,55680,7420,14,900
9,2025-08-14,UN4,nopredator,unwarmed,,,NA,NA,37160,7680,14,1300
9,2025-08-14,UN5,nopredator,unwarmed,21,146,NA,NA,23080,920,14,10
9,2025-08-14,UN6,nopredator,unwarmed,,,NA,NA,22640,2640,14,300
9,2025-08-14,UN7,nopredator,unwarmed,5,172,NA,NA,21880,1320,14,20
9,2025-08-14,UN8,nopredator,unwarmed,15,221,NA,NA,46640,3140,14,15
9,2025-08-14,UN9,nopredator,unwarmed,,,NA,NA,16800,390,14,0
9,2025-08-14,UN10,nopredator,unwarmed,7,239,NA,NA,21360,1620,14,20
10,2025-08-18,WP1,predator,warmed,17,274,NA,NA,24240,610,14,30
10,2025-08-18,WP2,predator,warmed,,,NA,NA,42840,3770,14,100
10,2025-08-18,WP3,predator,warmed,,,NA,NA,19920,240,14,50
10,2025-08-18,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,14,NA
10,2025-08-18,WP5,predator,warmed,,,NA,NA,22430,930,14,360
10,2025-08-18,WP6,predator,warmed,,,NA,NA,21080,1560,14,190
10,2025-08-18,WP7,predator,warmed,109,281,NA,NA,14160,840,14,210
10,2025-08-18,WP8,predator,warmed,,,NA,NA,16140,4880,14,250
10,2025-08-18,WP9,predator,warmed,,,NA,NA,9620,24,14,0
10,2025-08-18,WP10,predator,warmed,8,43,NA,NA,16960,210,14,20
10,2025-08-18,WN1,nopredator,warmed,12,204,NA,NA,35060,380,14,150
10,2025-08-18,WN2,nopredator,warmed,39,137,NA,NA,17040,520,14,70
10,2025-08-18,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
10,2025-08-18,WN4,nopredator,warmed,8,14,NA,NA,14560,280,14,10
10,2025-08-18,WN5,nopredator,warmed,,,NA,NA,27200,522,14,100
10,2025-08-18,WN6,nopredator,warmed,33,212,NA,NA,28200,390,14,40
10,2025-08-18,WN7,nopredator,warmed,,,NA,NA,7460,115,14,380
10,2025-08-18,WN8,nopredator,warmed,25,208,NA,NA,11850,180,14,180
10,2025-08-18,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
10,2025-08-18,WN10,nopredator,warmed,2,47,NA,NA,11280,25,14,15
10,2025-08-18,UP1,predator,unwarmed,3,54,NA,NA,42144,1560,14,50
10,2025-08-18,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
10,2025-08-18,UP3,predator,unwarmed,,,NA,NA,56200,1240,14,90
10,2025-08-18,UP4,predator,unwarmed,,,NA,NA,24620,165,14,20
10,2025-08-18,UP5,predator,unwarmed,,,NA,NA,36680,2740,14,790
10,2025-08-18,UP6,predator,unwarmed,,,NA,NA,27750,1120,14,360
10,2025-08-18,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
10,2025-08-18,UP8,predator,unwarmed,46,9,NA,NA,24580,260,14,10
10,2025-08-18,UP9,predator,unwarmed,,,NA,NA,46460,4280,14,140
10,2025-08-18,UP10,predator,unwarmed,10,35,NA,NA,19380,230,14,0
10,2025-08-18,UN1,nopredator,unwarmed,,,NA,NA,19920,140,14,10
10,2025-08-18,UN2,nopredator,unwarmed,,,NA,NA,52240,1632,14,0
10,2025-08-18,UN3,nopredator,unwarmed,,,NA,NA,54680,1470,14,150
10,2025-08-18,UN4,nopredator,unwarmed,,,NA,NA,32340,1630,14,350
10,2025-08-18,UN5,nopredator,unwarmed,24,149,NA,NA,16440,410,14,0
10,2025-08-18,UN6,nopredator,unwarmed,,,NA,NA,32360,1120,14,10
10,2025-08-18,UN7,nopredator,unwarmed,,,NA,NA,21680,1112,14,0
10,2025-08-18,UN8,nopredator,unwarmed,,,NA,NA,54640,5620,14,10
10,2025-08-18,UN9,nopredator,unwarmed,,,NA,NA,8780,225,14,110
10,2025-08-18,UN10,nopredator,unwarmed,12,182,NA,NA,17160,400,14,0
11,2025-08-21,WP1,predator,warmed,19,27,NA,NA,9740,228,14,90
11,2025-08-21,WP2,predator,warmed,,,NA,NA,40920,590,14,300
11,2025-08-21,WP3,predator,warmed,13,206,NA,NA,26240,660,14,10
11,2025-08-21,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,14,
11,2025-08-21,WP5,predator,warmed,43,329,NA,NA,32240,3540,14,2500
11,2025-08-21,WP6,predator,warmed,,,NA,NA,24880,620,14,340
11,2025-08-21,WP7,predator,warmed,24,50,NA,NA,4140,19,14,20
11,2025-08-21,WP8,predator,warmed,,,NA,NA,33920,3360,14,440
11,2025-08-21,WP9,predator,warmed,23,49,NA,NA,8640,90,14,25
11,2025-08-21,WP10,predator,warmed,1,6,NA,NA,6220,410,14,20
11,2025-08-21,WN1,nopredator,warmed,99,139,NA,NA,38520,360,14,110
11,2025-08-21,WN2,nopredator,warmed,3,6,NA,NA,9540,200,14,0
11,2025-08-21,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,
11,2025-08-21,WN4,nopredator,warmed,4,0,NA,NA,7790,30,14,0
11,2025-08-21,WN5,nopredator,warmed,192,219,NA,NA,32160,640,14,460
11,2025-08-21,WN6,nopredator,warmed,10,18,NA,NA,10940,112,14,10
11,2025-08-21,WN7,nopredator,warmed,35,92,NA,NA,12880,500,14,130
11,2025-08-21,WN8,nopredator,warmed,34,68,NA,NA,9860,325,14,150
11,2025-08-21,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,
11,2025-08-21,WN10,nopredator,warmed,0,7,NA,NA,22860,230,14,10
11,2025-08-21,UP1,predator,unwarmed,0,46,NA,NA,29480,2330,14,200
11,2025-08-21,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,
11,2025-08-21,UP3,predator,unwarmed,33,106,NA,NA,26840,2350,14,50
11,2025-08-21,UP4,predator,unwarmed,32,230,NA,NA,29600,660,14,10
11,2025-08-21,UP5,predator,unwarmed,,,NA,NA,59380,7820,14,890
11,2025-08-21,UP6,predator,unwarmed,,,NA,NA,47040,2240,14,130
11,2025-08-21,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,
11,2025-08-21,UP8,predator,unwarmed,11,1,NA,NA,8520,54,14,0
11,2025-08-21,UP9,predator,unwarmed,,,NA,NA,37840,2240,14,800
11,2025-08-21,UP10,predator,unwarmed,11,13,NA,NA,20610,180,14,10
11,2025-08-21,UN1,nopredator,unwarmed,78,91,NA,NA,29960,430,14,30
11,2025-08-21,UN2,nopredator,unwarmed,125,220,NA,NA,36800,320,14,15
11,2025-08-21,UN3,nopredator,unwarmed,24,174,NA,NA,19280,2800,14,250
11,2025-08-21,UN4,nopredator,unwarmed,,,NA,NA,25920,1800,14,250
11,2025-08-21,UN5,nopredator,unwarmed,3,42,NA,NA,11260,660,14,60
11,2025-08-21,UN6,nopredator,unwarmed,102,214,NA,NA,37360,270,14,80
11,2025-08-21,UN7,nopredator,unwarmed,16,43,NA,NA,25920,120,14,0
11,2025-08-21,UN8,nopredator,unwarmed,,,NA,NA,46880,7840,14,250
11,2025-08-21,UN9,nopredator,unwarmed,24,49,NA,NA,11880,140,14,5
11,2025-08-21,UN10,nopredator,unwarmed,306,51,NA,NA,39620,550,14,15
12,2025-08-25,WP1,predator,warmed,7,57,NA,NA,5380,35,14,0
12,2025-08-25,WP2,predator,warmed,,,NA,NA,29360,390,14,4
12,2025-08-25,WP3,predator,warmed,18,268,NA,NA,18960,126,14,20
12,2025-08-25,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,14,NA
12,2025-08-25,WP5,predator,warmed,,,NA,NA,14230,420,14,840
12,2025-08-25,WP6,predator,warmed,,,NA,NA,9760,136,14,40
12,2025-08-25,WP7,predator,warmed,0,116,NA,NA,760,10,14,0
12,2025-08-25,WP8,predator,warmed,,,NA,NA,8140,624,14,60
12,2025-08-25,WP9,predator,warmed,2,24,NA,NA,5040,4,14,0
12,2025-08-25,WP10,predator,warmed,2,9,NA,NA,7040,50,14,0
12,2025-08-25,WN1,nopredator,warmed,39,108,NA,NA,12200,85,14,0
12,2025-08-25,WN2,nopredator,warmed,15,16,NA,NA,740,18,14,0
12,2025-08-25,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
12,2025-08-25,WN4,nopredator,warmed,3,1,NA,NA,5510,40,14,7
12,2025-08-25,WN5,nopredator,warmed,,,NA,NA,14400,312,14,5
12,2025-08-25,WN6,nopredator,warmed,6,36,NA,NA,5610,25,14,0
12,2025-08-25,WN7,nopredator,warmed,6,115,NA,NA,2720,30,14,25
12,2025-08-25,WN8,nopredator,warmed,56,129,NA,NA,4050,45,14,20
12,2025-08-25,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
12,2025-08-25,WN10,nopredator,warmed,1,2,NA,NA,8280,200,14,0
12,2025-08-25,UP1,predator,unwarmed,21,96,NA,NA,18500,760,14,100
12,2025-08-25,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
12,2025-08-25,UP3,predator,unwarmed,19,101,NA,NA,24140,330,14,20
12,2025-08-25,UP4,predator,unwarmed,,,NA,NA,25120,64,14,5
12,2025-08-25,UP5,predator,unwarmed,,,NA,NA,44900,2040,14,10
12,2025-08-25,UP6,predator,unwarmed,,,NA,NA,26280,70,14,5
12,2025-08-25,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
12,2025-08-25,UP8,predator,unwarmed,10,1,NA,NA,9420,60,14,0
12,2025-08-25,UP9,predator,unwarmed,,,NA,NA,16150,175,14,40
12,2025-08-25,UP10,predator,unwarmed,27,10,NA,NA,14640,10,14,0
12,2025-08-25,UN1,nopredator,unwarmed,16,83,NA,NA,10680,20,14,0
12,2025-08-25,UN2,nopredator,unwarmed,146,141,NA,NA,36460,90,14,0
12,2025-08-25,UN3,nopredator,unwarmed,72,270,NA,NA,10330,50,14,10
12,2025-08-25,UN4,nopredator,unwarmed,,,NA,NA,21440,320,14,5
12,2025-08-25,UN5,nopredator,unwarmed,24,66,NA,NA,870,12,14,0
12,2025-08-25,UN6,nopredator,unwarmed,23,98,NA,NA,8400,18,14,0
12,2025-08-25,UN7,nopredator,unwarmed,7,65,NA,NA,13980,32,14,0
12,2025-08-25,UN8,nopredator,unwarmed,,,NA,NA,27340,3600,14,1000
12,2025-08-25,UN9,nopredator,unwarmed,19,72,NA,NA,1860,120,14,0
12,2025-08-25,UN10,nopredator,unwarmed,8,37,NA,NA,11840,155,14,0
13,2025-08-28,WP1,predator,warmed,2,4,NA,NA,4580,110,14,0
13,2025-08-28,WP2,predator,warmed,7,41,NA,NA,23000,60,14,0
13,2025-08-28,WP3,predator,warmed,4,17,NA,NA,23020,136,14,20
13,2025-08-28,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,14,NA
13,2025-08-28,WP5,predator,warmed,,,NA,NA,13630,220,14,4500
13,2025-08-28,WP6,predator,warmed,,,NA,NA,12320,33,14,10
13,2025-08-28,WP7,predator,warmed,8,2,NA,NA,320,0,14,0
13,2025-08-28,WP8,predator,warmed,10,75,NA,NA,13440,126,14,0
13,2025-08-28,WP9,predator,warmed,7,3,NA,NA,6480,0,14,0
13,2025-08-28,WP10,predator,warmed,1,1,NA,NA,7000,8,14,0
13,2025-08-28,WN1,nopredator,warmed,42,3,NA,NA,5960,3,14,0
13,2025-08-28,WN2,nopredator,warmed,0,0,NA,NA,160,0,14,0
13,2025-08-28,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
13,2025-08-28,WN4,nopredator,warmed,1,0,NA,NA,6470,20,14,0
13,2025-08-28,WN5,nopredator,warmed,185,29,NA,NA,16000,72,14,10
13,2025-08-28,WN6,nopredator,warmed,49,5,NA,NA,5860,5,14,0
13,2025-08-28,WN7,nopredator,warmed,20,26,NA,NA,2490,7,14,10
13,2025-08-28,WN8,nopredator,warmed,,,NA,NA,4510,3,14,40
13,2025-08-28,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
13,2025-08-28,WN10,nopredator,warmed,0,4,NA,NA,9960,57,14,0
13,2025-08-28,UP1,predator,unwarmed,8,20,NA,NA,17240,1020,14,50
13,2025-08-28,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
13,2025-08-28,UP3,predator,unwarmed,70,11,NA,NA,15340,35,14,0
13,2025-08-28,UP4,predator,unwarmed,7,18,NA,NA,18180,35,14,0
13,2025-08-28,UP5,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
13,2025-08-28,UP6,predator,unwarmed,35,141,NA,NA,19080,100,14,0
13,2025-08-28,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
13,2025-08-28,UP8,predator,unwarmed,400,0,NA,NA,7650,12,14,0
13,2025-08-28,UP9,predator,unwarmed,116,83,NA,NA,13440,30,14,0
13,2025-08-28,UP10,predator,unwarmed,9,2,NA,NA,11640,18,14,0
13,2025-08-28,UN1,nopredator,unwarmed,19,4,NA,NA,8960,8,14,0
13,2025-08-28,UN2,nopredator,unwarmed,22,10,NA,NA,22660,20,14,0
13,2025-08-28,UN3,nopredator,unwarmed,118,29,NA,NA,8660,14,14,0
13,2025-08-28,UN4,nopredator,unwarmed,13,215,NA,NA,7500,25,14,0
13,2025-08-28,UN5,nopredator,unwarmed,232,10,NA,NA,5,0,14,0
13,2025-08-28,UN6,nopredator,unwarmed,13,17,NA,NA,9360,36,14,0
13,2025-08-28,UN7,nopredator,unwarmed,12,8,NA,NA,10480,8,14,0
13,2025-08-28,UN8,nopredator,unwarmed,,,NA,NA,49120,7400,14,600
13,2025-08-28,UN9,nopredator,unwarmed,6,21,NA,NA,1820,24,14,0
13,2025-08-28,UN10,nopredator,unwarmed,6,7,NA,NA,14560,60,14,0
14,2025-09-02,WP1,predator,warmed,4,10,NA,NA,3520,16,14,0
14,2025-09-02,WP2,predator,warmed,15,38,NA,NA,11680,12,14,0
14,2025-09-02,WP3,predator,warmed,13,77,NA,NA,8960,56,14,10
14,2025-09-02,WP4,predator,warmed,NA,NA,NA,NA,NA,NA,14,NA
14,2025-09-02,WP5,predator,warmed,,,NA,NA,6840,279,14,180
14,2025-09-02,WP6,predator,warmed,9,6,NA,NA,1950,0,14,30
14,2025-09-02,WP7,predator,warmed,0,0,NA,NA,20,0,14,40
14,2025-09-02,WP8,predator,warmed,7,84,NA,NA,9240,336,14,0
14,2025-09-02,WP9,predator,warmed,6,33,NA,NA,2240,9,14,5
14,2025-09-02,WP10,predator,warmed,20,46,NA,NA,11440,624,14,0
14,2025-09-02,WN1,nopredator,warmed,6,3,NA,NA,1760,0,14,0
14,2025-09-02,WN2,nopredator,warmed,1,15,NA,NA,0,0,14,0
14,2025-09-02,WN3,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
14,2025-09-02,WN4,nopredator,warmed,3,4,NA,NA,9400,96,14,0
14,2025-09-02,WN5,nopredator,warmed,13,51,NA,NA,9240,21,14,50
14,2025-09-02,WN6,nopredator,warmed,6,3,NA,NA,1990,10,14,0
14,2025-09-02,WN7,nopredator,warmed,59,51,NA,NA,680,2,14,10
14,2025-09-02,WN8,nopredator,warmed,16,107,NA,NA,470,3,14,60
14,2025-09-02,WN9,nopredator,warmed,NA,NA,NA,NA,NA,NA,14,NA
14,2025-09-02,WN10,nopredator,warmed,16,12,NA,NA,11200,42,14,0
14,2025-09-02,UP1,predator,unwarmed,16,41,NA,NA,30400,1200,14,110
14,2025-09-02,UP2,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
14,2025-09-02,UP3,predator,unwarmed,3,8,NA,NA,14900,20,14,0
14,2025-09-02,UP4,predator,unwarmed,9,24,NA,NA,1680,8,14,0
14,2025-09-02,UP5,predator,unwarmed,,,NA,NA,13740,190,14,10
14,2025-09-02,UP6,predator,unwarmed,76,125,NA,NA,16000,40,14,0
14,2025-09-02,UP7,predator,unwarmed,NA,NA,NA,NA,NA,NA,14,NA
14,2025-09-02,UP8,predator,unwarmed,27,2,NA,NA,3800,27,14,0
14,2025-09-02,UP9,predator,unwarmed,36,162,NA,NA,5200,12,14,0
14,2025-09-02,UP10,predator,unwarmed,31,4,NA,NA,6960,6,14,0
14,2025-09-02,UN1,nopredator,unwarmed,6,15,NA,NA,7840,4,14,0
14,2025-09-02,UN2,nopredator,unwarmed,15,15,NA,NA,10040,12,14,0
14,2025-09-02,UN3,nopredator,unwarmed,16,26,NA,NA,4210,12,14,0
14,2025-09-02,UN4,nopredator,unwarmed,,,NA,NA,720,6,14,0
14,2025-09-02,UN5,nopredator,unwarmed,5,29,NA,NA,0,0,14,0
14,2025-09-02,UN6,nopredator,unwarmed,15,13,NA,NA,3840,20,14,0
14,2025-09-02,UN7,nopredator,unwarmed,16,10,NA,NA,5040,0,14,0
14,2025-09-02,UN8,nopredator,unwarmed,,,NA,NA,10400,1140,14,230
14,2025-09-02,UN9,nopredator,unwarmed,7,24,NA,NA,1280,6,14,0
14,2025-09-02,UN10,nopredator,unwarmed,5,9,NA,NA,9600,208,14,0
